QUERY_ID	COG_ID	CDD_ID	EVALUE	IDENTITY	GENE_NAME	COG_NAME	COG_LETTER	COG_DESCRIPTION
KKOIIGHA_01556	COG4638	443676	4.44e-102	29.351	HcaE	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	P	Inorganic ion transport and metabolism
KKOIIGHA_01557	COG1018	440641	1.89e-87	40.756	Fpr	Flavodoxin/ferredoxin--NADP reductase	C	Energy production and conversion
KKOIIGHA_01559	COG3131	442365	0.0	50.366	MdoG	Periplasmic glucan biosynthesis protein OpgG	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01560	COG2943	442186	0.0	51.575	MdoH	Membrane glycosyltransferase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01561	COG0471	440239	3.62e-54	24.49	CitT	Di- and tricarboxylate antiporter	G	Carbohydrate transport and metabolism
KKOIIGHA_01562	COG3545	442766	1.53e-69	51.163	YdeN	Predicted esterase of the alpha/beta hydrolase fold	R	General function prediction only
KKOIIGHA_01563	COG2175	441778	1.04e-120	42.759	TauD	Taurine dioxygenase, alpha-ketoglutarate-dependent	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01564	COG0715	440479	5.03e-38	30.341	TauA	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	P	Inorganic ion transport and metabolism
KKOIIGHA_01565	COG1116	440733	3.4e-118	46.36	TauB	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	P	Inorganic ion transport and metabolism
KKOIIGHA_01566	COG0600	440365	6.43e-30	37.727	TauC	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	P	Inorganic ion transport and metabolism
KKOIIGHA_01567	COG2200	441802	0.000581	23.77	EAL	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	T	Signal transduction mechanisms
KKOIIGHA_01568	COG1118	440735	0.0	56.695	CysA	ABC-type sulfate/molybdate transport systems, ATPase component	P	Inorganic ion transport and metabolism
KKOIIGHA_01569	COG4208	443356	2.6e-158	71.371	CysW	ABC-type sulfate transport system, permease component	P	Inorganic ion transport and metabolism
KKOIIGHA_01570	COG0555	440321	1.78e-134	62.03	CysU	ABC-type sulfate transport system, permease component	P	Inorganic ion transport and metabolism
KKOIIGHA_01571	COG1613	441221	0.0	59.756	Sbp	ABC-type sulfate transport system, periplasmic component	P	Inorganic ion transport and metabolism
KKOIIGHA_01572	COG0583	440348	1.54e-46	25.939	LysR	DNA-binding transcriptional regulator, LysR family	K	Transcription
KKOIIGHA_01573	COG0400	440169	4.75e-63	36.667	YpfH	Palmitoyl-CoA esterase	R	General function prediction only
KKOIIGHA_01574	COG0524	440290	8.51e-81	38.245	RbsK	Sugar or nucleoside kinase, ribokinase family	G	Carbohydrate transport and metabolism
KKOIIGHA_01575	COG0166	439936	0.0	49.9	Pgi	Glucose-6-phosphate isomerase	G	Carbohydrate transport and metabolism
KKOIIGHA_01576	COG4989	444013	2.75e-120	45.139	YdhF	Predicted oxidoreductase YdhF	R	General function prediction only
KKOIIGHA_01577	COG0676	440440	1.13e-76	38.567	YeaD	D-hexose-6-phosphate mutarotase	G	Carbohydrate transport and metabolism
KKOIIGHA_01578	COG0837	440599	2.05e-156	52.351	Glk	Glucokinase	G	Carbohydrate transport and metabolism
KKOIIGHA_01579	COG0129	439899	1.15e-108	36.201	IlvD	Dihydroxyacid dehydratase/phosphogluconate dehydratase	E	Amino acid transport and metabolism
KKOIIGHA_01580	COG0057	439827	0.0	64.024	GapA	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	G	Carbohydrate transport and metabolism
KKOIIGHA_01582	COG2199	441801	2.58e-62	35.897	GGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	T	Signal transduction mechanisms
KKOIIGHA_01583	COG0412	440181	1.41e-61	38.863	DLH	Dienelactone hydrolase	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01584	COG1012	440636	4.14e-103	34.353	AdhE	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	I	Lipid transport and metabolism
KKOIIGHA_01586	COG3146	442380	0.0	53.298		Putative amidoligase,GNAT N-acyltransferase family	R	General function prediction only
KKOIIGHA_01587	COG0475	440243	1.74e-102	41.775	KefB	Kef-type K+ transport system, membrane component KefB	P	Inorganic ion transport and metabolism
KKOIIGHA_01588	COG3001	442239	2.94e-72	49.412	FN3K	Fructosamine-3-kinase	G	Carbohydrate transport and metabolism
KKOIIGHA_01589	COG0596	440361	9.61e-26	21.831	MenH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH/undecaprenyl monophosphate-sugar esterase UshA/YqjL	H	Coenzyme transport and metabolism
KKOIIGHA_01590	COG1309	440920	1.11e-25	29.341	AcrR	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	K	Transcription
KKOIIGHA_01591	COG0845	440606	1.85e-92	36.036	AcrA	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01592	COG0841	440603	0.0	42.418	AcrB	Multidrug efflux pump subunit AcrB	V	Defense mechanisms
KKOIIGHA_01593	COG0668	440432	1.2e-64	34.021	MscS	Small-conductance mechanosensitive channel	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01595	COG2214	441816	1.84e-12	46.269	CbpA	Curved DNA-binding protein CbpA, contains a DnaJ-like domain	K	Transcription
KKOIIGHA_01596	COG1972	441575	0.0	57.041	NupC	Nucleoside permease NupC	F	Nucleotide transport and metabolism
KKOIIGHA_01597	COG1622	441229	2.21e-88	35.849	CyoA	Heme/copper-type cytochrome/quinol oxidase, subunit 2	C	Energy production and conversion
KKOIIGHA_01598	COG0843	440605	0.0	53.296	CyoB	Heme/copper-type cytochrome/quinol oxidase, subunit 1	C	Energy production and conversion
KKOIIGHA_01599	COG1845	441450	7.93e-73	40.625	CyoC	Heme/copper-type cytochrome/quinol oxidase, subunit 3	C	Energy production and conversion
KKOIIGHA_01600	COG3125	442359	9.4e-41	52.778	CyoD	Heme/copper-type cytochrome/quinol oxidase, subunit 4	C	Energy production and conversion
KKOIIGHA_01601	COG0109	439879	3.51e-118	42.456	CyoE	Polyprenyltransferase (heme O synthase)	H	Coenzyme transport and metabolism
KKOIIGHA_01602	COG0075	439845	3.35e-49	29.64	PucG	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	E	Amino acid transport and metabolism
KKOIIGHA_01603	COG0697	440461	1.29e-45	34.13	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_01604	COG1376	440986	6.91e-42	44.203	ErfK	Lipoprotein-anchoring transpeptidase ErfK/SrfK	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01605	COG2217	441819	0.0	42.698	ZntA	Cation-transporting P-type ATPase	P	Inorganic ion transport and metabolism
KKOIIGHA_01606	COG0422	440191	0.0	62.876	ThiC	4-amino-2-methyl-5-hydroxymethylpyrimidine (HMP) synthase ThiC	H	Coenzyme transport and metabolism
KKOIIGHA_01607	COG0697	440461	9.87e-27	33.333	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_01608	COG0350	440119	4.25e-75	51.22	AdaB	DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase)	L	Replication, recombination and repair
KKOIIGHA_01609	COG2133	441736	4.39e-44	27.924	YliI	Glucose/arabinose dehydrogenase, beta-propeller fold	G	Carbohydrate transport and metabolism
KKOIIGHA_01610	COG1560	441168	5.43e-88	41.241	LpxP	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	I	Lipid transport and metabolism
KKOIIGHA_01611	COG3671	442888	9.18e-36	41.818		Uncharacterized membrane protein	S	Function unknown
KKOIIGHA_01612	COG0346	440115	2.03e-18	35.938	GloA	Glyoxalase, catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01613	COG2814	442063	5.01e-31	30.303	AraJ	Predicted arabinose efflux permease AraJ, MFS family	G	Carbohydrate transport and metabolism
KKOIIGHA_01614	COG1024	440647	2.94e-91	54.0	CaiD	Enoyl-CoA hydratase/carnithine racemase	I	Lipid transport and metabolism
KKOIIGHA_01615	COG3751	442965	1.84e-72	47.938	EGL9	Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01616	COG0494	440260	3.1e-15	31.092	MutT	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	V	Defense mechanisms
KKOIIGHA_01617	COG1051	440671	3.71e-25	38.211	YjhB	ADP-ribose pyrophosphatase YjhB, NUDIX family	F	Nucleotide transport and metabolism
KKOIIGHA_01618	COG3323	442552	5.65e-53	57.282	YqfO	PII-like insert in the global regulator YqfO, YbgI/NIF3 family	R	General function prediction only
KKOIIGHA_01619	COG2919	442163	1.3e-27	48.649	FtsB	Cell division protein FtsB	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_01620	COG1211	440824	5.86e-83	46.512	IspD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	I	Lipid transport and metabolism
KKOIIGHA_01621	COG0245	440015	3.39e-98	66.667	IspF	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	I	Lipid transport and metabolism
KKOIIGHA_01622	COG0585	440350	2.05e-134	45.349	TruD	tRNA(Glu) U13 pseudouridine synthase TruD	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01623	COG0496	440262	7.74e-130	56.735	SurE	Broad specificity polyphosphatase and 5'/3'-nucleotidase SurE	L	Replication, recombination and repair
KKOIIGHA_01624	COG2518	442008	4.98e-95	54.545	Pcm	Protein-L-isoaspartate O-methyltransferase	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01625	COG2035	441638	4.9e-91	46.64	UndP	Undecaprenyl phosphate translocase (flippase), DUF368 family	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01626	COG4942	443969	2.63e-46	41.549	EnvC	Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_01627	COG0568	440334	1.8e-139	53.053	RpoD	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	K	Transcription
KKOIIGHA_01628	COG1538	441147	5.01e-62	26.25	TolC	Outer membrane protein TolC	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01629	COG0787	440550	1.33e-165	46.505	Alr	Alanine racemase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01630	COG1560	441168	1.13e-109	46.324	LpxP	Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis)	I	Lipid transport and metabolism
KKOIIGHA_01631	COG5487	444238	7.34e-13	66.667	YtjA	Uncharacterized membrane protein YtjA, UPF0391 family	S	Function unknown
KKOIIGHA_01632	COG0488	440254	0.0	48.302	Uup	ABC cassette proteins with duplicated ATPase domains, Uup/ABCF family	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01634	COG2202	441804	6.74e-28	43.2	PAS	PAS domain	T	Signal transduction mechanisms
KKOIIGHA_01635	COG2271	441872	8.1e-05	25.175	UhpC	Sugar phosphate permease	G	Carbohydrate transport and metabolism
KKOIIGHA_01636	COG3526	442748	1.74e-62	68.539		Predicted selenoprotein, Rdx family	R	General function prediction only
KKOIIGHA_01637	COG0598	440363	1.23e-79	31.544	CorA	Mg2+ and Co2+ transporter CorA	P	Inorganic ion transport and metabolism
KKOIIGHA_01638	COG0697	440461	5.14e-29	32.867	EamA	Amino acid export permease, drug/metabolite transporter (DMT) superfamily	E	Amino acid transport and metabolism
KKOIIGHA_01639	COG1943	441546	5.03e-37	37.984	RAYT	REP element-mobilizing transposase RayT	X	Mobilome: prophages, transposons
KKOIIGHA_01640	COG0286	440055	1.11e-12	21.845	HsdM	Type I restriction-modification system, DNA methylase subunit	V	Defense mechanisms
KKOIIGHA_01641	COG2961	442201	8.56e-116	42.254	RlmJ	23S rRNA A2030 N6-methylase RlmJ	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01642	COG2885	442131	1.68e-48	53.448	OmpA	Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01643	COG0635	440400	1.64e-170	45.288	HemN	Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase	H	Coenzyme transport and metabolism
KKOIIGHA_01644	COG0127	439897	1.32e-111	57.292	RdgB	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	F	Nucleotide transport and metabolism
KKOIIGHA_01645	COG2197	441799	1.33e-23	48.276	CitB	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	T	Signal transduction mechanisms
KKOIIGHA_01648	COG1462	441071	1.25e-94	41.762	CsgG	Type VIII secretion (curli biogenesis) system outer membrane channel CsgG	W	Extracellular structures
KKOIIGHA_01652	COG2187	441790	1.77e-140	52.553		Aminoglycoside phosphotransferase family enzyme	R	General function prediction only
KKOIIGHA_01653	COG0001	439772	0.0	66.355	HemL	Glutamate-1-semialdehyde aminotransferase	H	Coenzyme transport and metabolism
KKOIIGHA_01654	COG0352	440121	5.58e-59	45.411	ThiE	Thiamine monophosphate synthase	H	Coenzyme transport and metabolism
KKOIIGHA_01655	COG0351	440120	4.48e-76	36.364	ThiD	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	H	Coenzyme transport and metabolism
KKOIIGHA_01656	COG1981	441584	4.82e-63	57.343	HemJ	Protoporphyrinogen oxidase HemJ (unrelated to HemG or HemY)	H	Coenzyme transport and metabolism
KKOIIGHA_01657	COG0038	439808	9.63e-100	37.592	ClcA	H+/Cl- antiporter ClcA	P	Inorganic ion transport and metabolism
KKOIIGHA_01658	COG0316	440085	1.46e-57	57.009	IscA	Fe-S cluster assembly iron-binding protein IscA	O	Posttranslational modification, protein turnover, chaperones
KKOIIGHA_01659	COG0834	440596	7.88e-80	43.243	HisJ	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	E	Amino acid transport and metabolism
KKOIIGHA_01660	COG0765	440528	7.55e-90	48.826	HisM	ABC-type amino acid transport system, permease component	E	Amino acid transport and metabolism
KKOIIGHA_01661	COG1126	440743	4.15e-175	65.702	GlnQ	ABC-type polar amino acid transport system, ATPase component	E	Amino acid transport and metabolism
KKOIIGHA_01662	COG0445	440214	0.0	64.583	MnmG	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01663	COG0357	440126	1.76e-82	47.805	RsmG	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	J	Translation, ribosomal structure and biogenesis
KKOIIGHA_01664	COG1192	440805	5.12e-125	51.984	ParA	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_01665	COG1475	441084	1.66e-82	49.612	Spo0J	Chromosome segregation protein Spo0J, contains ParB-like CTPase domain	D	Cell cycle control, cell division, chromosome partitioning
KKOIIGHA_01666	COG3312	442541	8.54e-37	48.78	AtpI	FoF1-type ATP synthase accessory protein AtpI	C	Energy production and conversion
KKOIIGHA_01667	COG0356	440125	3.16e-70	39.754	AtpB	FoF1-type ATP synthase, membrane subunit a	C	Energy production and conversion
KKOIIGHA_01668	COG0636	440401	1.6e-16	47.945	AtpE	FoF1-type ATP synthase, membrane subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K	C	Energy production and conversion
KKOIIGHA_01669	COG0711	440475	1.42e-39	46.358	AtpF	FoF1-type ATP synthase, membrane subunit b or b'	C	Energy production and conversion
KKOIIGHA_01670	COG0712	440476	6.49e-66	42.458	AtpH	FoF1-type ATP synthase, delta subunit	C	Energy production and conversion
KKOIIGHA_01671	COG0056	439826	0.0	64.648	AtpA	FoF1-type ATP synthase, alpha subunit	C	Energy production and conversion
KKOIIGHA_01672	COG0224	439994	9.6e-160	51.89	AtpG	FoF1-type ATP synthase, gamma subunit	C	Energy production and conversion
KKOIIGHA_01673	COG0055	439825	0.0	75.758	AtpD	FoF1-type ATP synthase, beta subunit	C	Energy production and conversion
KKOIIGHA_01674	COG0355	440124	1.36e-43	49.618	AtpC	FoF1-type ATP synthase, epsilon subunit	C	Energy production and conversion
KKOIIGHA_01675	COG1207	440820	0.0	61.099	GlmU	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01676	COG1349	440960	5.58e-80	37.6	GlpR	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	K	Transcription
KKOIIGHA_01677	COG0449	440218	0.0	58.306	GlmS	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01678	COG2821	442069	6.14e-157	47.696	MltA	Membrane-bound lytic murein transglycosylase	M	Cell wall/membrane/envelope biogenesis
KKOIIGHA_01679	COG1801	441406	4.9e-82	34.701	YecE	Sugar isomerase-related protein YecE, UPF0759/DUF72 family	R	General function prediction only
KKOIIGHA_01680	COG0733	440497	3.94e-170	52.088	YocR	Na+-dependent transporter, SNF family	R	General function prediction only
KKOIIGHA_01682	COG1737	441343	2.9e-95	40.502	RpiR	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	K	Transcription
KKOIIGHA_01683	COG0210	439980	0.0	49.589	UvrD	Superfamily I DNA or RNA helicase	L	Replication, recombination and repair
KKOIIGHA_01684	COG3431	442657	9.18e-10	28.873		Uncharacterized membrane protein, DUF373 family	S	Function unknown
KKOIIGHA_01685	COG4663	443700	0.0	55.493	FcbT1	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component	Q	Secondary metabolites biosynthesis, transport and catabolism
KKOIIGHA_01686	COG1607	441215	2.14e-48	41.221	YciA	Acyl-CoA hydrolase	I	Lipid transport and metabolism
KKOIIGHA_01687	COG0704	440468	2.02e-91	49.533	PhoU	Phosphate uptake regulator PhoU	P	Inorganic ion transport and metabolism
KKOIIGHA_01688	COG2981	442220	2.15e-75	47.325	CysZ	Sulfate transporter CysZ	E	Amino acid transport and metabolism
KKOIIGHA_01689	COG5002	444026	1.28e-96	35.854	WalK	Sensor histidine kinase WalK	T	Signal transduction mechanisms
KKOIIGHA_01690	COG0745	440508	1.61e-83	45.581	OmpR	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	T	Signal transduction mechanisms
KKOIIGHA_01691	COG0382	440151	2.48e-90	45.52	UbiA	4-hydroxybenzoate polyprenyltransferase	H	Coenzyme transport and metabolism
KKOIIGHA_01692	COG3161	442395	7.57e-47	44.156	UbiC	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)	H	Coenzyme transport and metabolism
KKOIIGHA_01693	COG1251	440863	1.84e-87	38.108	NirB	NAD(P)H-nitrite reductase, large subunit	C	Energy production and conversion
KKOIIGHA_01694	COG0776	440539	7.46e-41	57.143	HupA	DNA-binding chromatin protein HU or IHF, alpha or beta variants	B	Chromatin structure and dynamics
KKOIIGHA_01696	COG1289	440900	6.38e-60	44.622	AaeB	Aromatic carboxylic acid efflux pump AaeB or related transporter, AaeB/MdtO/YccS family	R	General function prediction only
KKOIIGHA_01697	COG1200	440813	0.0	58.815	RecG	RecG-like helicase	L	Replication, recombination and repair
