"","locus_tag","ftype","length_bp","gene","EC_number","COG","product","KO_ID"
"1330","KKOIIGHA_02070","CDS",501,"lrp_1","","COG1522","Leucine-responsive regulatory protein","K03719"
"1331","KKOIIGHA_02071","CDS",750,"moeB","2.7.7.80","COG0476","Molybdopterin-synthase adenylyltransferase","K21029"
"1332","KKOIIGHA_02072","CDS",1287,"puuB_1","1.4.3.-","COG0665","Gamma-glutamylputrescine oxidoreductase","K09471"
"1333","KKOIIGHA_02073","CDS",1131,"potA","7.6.2.11","COG3842","Spermidine/putrescine import ATP-binding protein PotA","K11072"
"1334","KKOIIGHA_02074","CDS",921,"potB","","COG1176","Spermidine/putrescine transport system permease protein PotB","K11071"
"1335","KKOIIGHA_02075","CDS",798,"potC","","COG1177","Spermidine/putrescine transport system permease protein PotC","K11070"
"1336","KKOIIGHA_02077","CDS",1365,"puuA_1","6.3.1.11","COG0174","Gamma-glutamylputrescine synthetase PuuA","K01915"
"1337","KKOIIGHA_02078","CDS",1074,"potF","","COG0687","Putrescine-binding periplasmic protein PotF","K11073"
"1338","KKOIIGHA_02079","CDS",1293,"puuB_2","1.4.3.-","COG0665","Gamma-glutamylputrescine oxidoreductase","K09471"
"1339","KKOIIGHA_02081","CDS",1380,"puuA_2","6.3.1.11","COG0174","Gamma-glutamylputrescine synthetase PuuA","K01915"
"1340","KKOIIGHA_02082","CDS",1395,"spuC_1","2.6.1.113","","Putrescine--pyruvate aminotransferase","K12256"
"1341","KKOIIGHA_02083","CDS",1494,"puuC","1.2.1.5","COG1012","NADP/NAD-dependent aldehyde dehydrogenase PuuC","K09472"
"1342","KKOIIGHA_02084","CDS",1695,"","","","hypothetical protein","K01181"
"1343","KKOIIGHA_02086","CDS",1452,"gatB","6.3.5.-","","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B","K02434"
"1344","KKOIIGHA_02087","CDS",1461,"gatA","6.3.5.7","","Glutamyl-tRNA(Gln) amidotransferase subunit A","K02433"
"1345","KKOIIGHA_02088","CDS",288,"gatC","6.3.5.-","","Glutamyl-tRNA(Gln) amidotransferase subunit C","K02435"
"1346","KKOIIGHA_02089","CDS",1038,"mreB","","COG1077","Cell shape-determining protein MreB","K03569"
"1347","KKOIIGHA_02090","CDS",861,"mreC","","COG1792","Cell shape-determining protein MreC","K03570"
"1348","KKOIIGHA_02091","CDS",486,"mreD","","COG2891","Rod shape-determining protein MreD","K03571"
"1349","KKOIIGHA_02092","CDS",594,"yhdE","3.6.1.9","COG0424","dTTP/UTP pyrophosphatase","K06287"
"1350","KKOIIGHA_02093","CDS",1464,"rng","3.1.26.-","COG1530","Ribonuclease G","K08301"
"1351","KKOIIGHA_02095","CDS",1455,"tldD","3.4.-.-","COG0312","Metalloprotease TldD","K03568"
"1352","KKOIIGHA_02096","CDS",516,"darP","","COG3028","Dual-action ribosomal maturation protein DarP","K09889"
"1353","KKOIIGHA_02097","CDS",1341,"pmbA","3.4.-.-","COG0312","Metalloprotease PmbA","K03592"
"1354","KKOIIGHA_02098","CDS",1356,"mgtE","","COG2239","Magnesium transporter MgtE","K06213"
"1355","KKOIIGHA_02099","CDS",270,"ptsO","","COG1925","Phosphocarrier protein NPr","K02784"
"1356","KKOIIGHA_02100","CDS",891,"rapZ","","COG1660","RNase adapter protein RapZ","K06958"
"1357","KKOIIGHA_02101","CDS",489,"ptsN","","COG1762","Nitrogen regulatory protein","K02806"
"1358","KKOIIGHA_02102","CDS",309,"hpf","","COG1544","Ribosome hibernation promoting factor","K05808"
"1359","KKOIIGHA_02103","CDS",1410,"rpoN","","COG1508","RNA polymerase sigma-54 factor","K03092"
"1360","KKOIIGHA_02104","CDS",726,"lptB_1","7.5.2.-","COG1137","Lipopolysaccharide export system ATP-binding protein LptB","K06861"
"1361","KKOIIGHA_02107","CDS",558,"kdsC","3.1.3.45","COG1778","3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC","K03270"
"1362","KKOIIGHA_02108","CDS",1050,"kdsD","5.3.1.13","","Arabinose 5-phosphate isomerase KdsD","K06041"
"1363","KKOIIGHA_02109","CDS",813,"mlaF","7.6.2.-","COG1127","Intermembrane phospholipid transport system ATP-binding protein MlaF","K02065"
"1364","KKOIIGHA_02110","CDS",828,"mlaE","","COG0767","Intermembrane phospholipid transport system permease protein MlaE","K02066"
"1365","KKOIIGHA_02111","CDS",465,"mlaD","","COG1463","Intermembrane phospholipid transport system binding protein MlaD","K02067"
"1366","KKOIIGHA_02112","CDS",666,"","","","hypothetical protein","K07323"
"1367","KKOIIGHA_02115","CDS",1266,"murA","2.5.1.7","","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","K00790"
"1368","KKOIIGHA_02116","CDS",657,"hisG","2.4.2.17","COG0040","ATP phosphoribosyltransferase","K00765"
"1369","KKOIIGHA_02117","CDS",1329,"hisD","1.1.1.23","","Histidinol dehydrogenase","K00013"
"1370","KKOIIGHA_02121","CDS",1197,"zapE","","COG1485","Cell division protein ZapE","K06916"
"1371","KKOIIGHA_02122","CDS",429,"rplM","","","Large ribosomal subunit protein uL13","K02871"
"1372","KKOIIGHA_02123","CDS",390,"rpsI","","COG0103","Small ribosomal subunit protein uS9","K02996"
"1373","KKOIIGHA_02124","CDS",627,"sspA","","COG0625","Stringent starvation protein A","K03599"
"1374","KKOIIGHA_02125","CDS",501,"","","","hypothetical protein","K03600"
"1375","KKOIIGHA_02126","CDS",579,"dolP","","COG2823","Outer membrane lipoprotein DolP","K28369"
"1376","KKOIIGHA_02128","CDS",369,"","","","hypothetical protein","K07460"
"1377","KKOIIGHA_02129","CDS",1881,"lpoA","","COG3107","Penicillin-binding protein activator LpoA","K07121"
"1378","KKOIIGHA_02130","CDS",855,"rsmI","2.1.1.198","COG0313","Ribosomal RNA small subunit methyltransferase I","K07056"
"1379","KKOIIGHA_02131","CDS",954,"rsmH","2.1.1.199","COG0275","Ribosomal RNA small subunit methyltransferase H","K03438"
"1380","KKOIIGHA_02132","CDS",324,"ftsL","","","Cell division protein FtsL","K03586"
"1381","KKOIIGHA_02133","CDS",1659,"ftsI","3.4.16.4","","Peptidoglycan D,D-transpeptidase FtsI","K03587"
"1382","KKOIIGHA_02134","CDS",1524,"murE","6.3.2.13","COG0769","UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase","K01928"
"1383","KKOIIGHA_02135","CDS",1368,"murF","6.3.2.10","COG0770","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","K01929"
"1384","KKOIIGHA_02136","CDS",1083,"mraY","2.7.8.13","COG0472","Phospho-N-acetylmuramoyl-pentapeptide-transferase","K01000"
"1385","KKOIIGHA_02137","CDS",1395,"murD","6.3.2.9","","UDP-N-acetylmuramoylalanine--D-glutamate ligase","K01925"
"1386","KKOIIGHA_02138","CDS",1161,"ftsW","2.4.99.28","COG0772","putative peptidoglycan glycosyltransferase FtsW","K03588"
"1387","KKOIIGHA_02139","CDS",1119,"murG","2.4.1.227","","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase","K02563"
"1388","KKOIIGHA_02140","CDS",1467,"murC","6.3.2.8","","UDP-N-acetylmuramate--L-alanine ligase","K01924"
"1389","KKOIIGHA_02141","CDS",951,"ddlB","6.3.2.4","","D-alanine--D-alanine ligase B","K01921"
"1390","KKOIIGHA_02142","CDS",729,"ftsQ","","","Cell division protein FtsQ","K03589"
"1391","KKOIIGHA_02143","CDS",1275,"ftsA","","COG0849","Cell division protein FtsA","K03590"
"1392","KKOIIGHA_02144","CDS",1164,"ftsZ","","","Cell division protein FtsZ","K03531"
"1393","KKOIIGHA_02145","CDS",915,"lpxC","3.5.1.108","","UDP-3-O-acyl-N-acetylglucosamine deacetylase","K02535"
"1394","KKOIIGHA_02147","CDS",2715,"secA","7.4.2.8","COG0653","Protein translocase subunit SecA","K03070"
"1395","KKOIIGHA_02148","CDS",1215,"argJ","","","Arginine biosynthesis bifunctional protein ArgJ","K00620"
"1396","KKOIIGHA_02149","CDS",948,"thiE_2","2.5.1.3","","Thiamine-phosphate synthase","K03574"
"1397","KKOIIGHA_02150","CDS",1377,"mnmE","3.6.-.-","COG0486","tRNA modification GTPase MnmE","K03650"
"1398","KKOIIGHA_02151","CDS",1686,"yidC","","","Membrane protein insertase YidC","K03217"
"1399","KKOIIGHA_02152","CDS",384,"rnpA","3.1.26.5","COG0594","Ribonuclease P protein component","K03536"
"1400","KKOIIGHA_02153","CDS",135,"rpmH","","","Large ribosomal subunit protein bL34","K02914"
"1401","KKOIIGHA_02154","CDS",1473,"dnaA","","COG0593","Chromosomal replication initiator protein DnaA","K02313"
"1402","KKOIIGHA_02155","CDS",1104,"dnaN","","","Beta sliding clamp","K02338"
"1403","KKOIIGHA_02156","CDS",1092,"recF","","COG1195","DNA replication and repair protein RecF","K03629"
"1404","KKOIIGHA_02157","CDS",2421,"gyrB","","","DNA topoisomerase (ATP-hydrolyzing) subunit B GyrB","K02470"
"1405","KKOIIGHA_02160","CDS",567,"gmhB","3.1.3.82","COG0241","D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase","K03273"
"1406","KKOIIGHA_02161","CDS",2067,"glyS","6.1.1.14","COG0751","Glycine--tRNA ligase beta subunit","K01879"
"1407","KKOIIGHA_02162","CDS",948,"glyQ","6.1.1.14","COG0752","Glycine--tRNA ligase alpha subunit","K01878"
"1408","KKOIIGHA_02163","CDS",957,"hldD","5.1.3.20","COG0451","ADP-L-glycero-D-manno-heptose-6-epimerase","K03274"
"1409","KKOIIGHA_02164","CDS",1044,"waaF","2.4.99.24","COG0859","Lipopolysaccharide heptosyltransferase 2","K02843"
"1410","KKOIIGHA_02165","CDS",1578,"mdoB","2.7.8.20","","Phosphoglycerol transferase I","K01002"
"1411","KKOIIGHA_02168","CDS",846,"","","","hypothetical protein","K00239"
"1412","KKOIIGHA_02172","CDS",711,"kdkA","2.7.1.166","COG3642","3-deoxy-D-manno-octulosonic acid kinase","K11211"
"1413","KKOIIGHA_02173","CDS",1086,"waaQ","2.4.99.25","COG0859","Lipopolysaccharide heptosyltransferase 3","K12982"
"1414","KKOIIGHA_02174","CDS",1431,"hldE","","COG0615","Bifunctional protein HldE","K03272"
"1415","KKOIIGHA_02175","CDS",1320,"waaA","2.4.99.12","COG1519","3-deoxy-D-manno-octulosonic acid transferase","K02527"
"1416","KKOIIGHA_02176","CDS",672,"rpiA","5.3.1.6","","Ribose-5-phosphate isomerase A","K01807"
"1417","KKOIIGHA_02177","CDS",1515,"ilvA","4.3.1.19","COG1171","L-threonine dehydratase biosynthetic IlvA","K01754"
"1418","KKOIIGHA_02179","CDS",621,"ygfA","6.3.3.2","COG0212","5-formyltetrahydrofolate cyclo-ligase","K01934"
"1419","KKOIIGHA_02180","CDS",303,"zapA","","","Cell division protein ZapA","K09888"
"1420","KKOIIGHA_02182","CDS",1338,"pepP","3.4.11.9","COG0006","Xaa-Pro aminopeptidase","K01262"
"1421","KKOIIGHA_02183","CDS",1203,"ubiH","1.14.13.-","COG0654","2-octaprenyl-6-methoxyphenol hydroxylase","K03185"
"1422","KKOIIGHA_02184","CDS",1239,"ubiI","1.14.13.240","COG0654","2-octaprenylphenol hydroxylase","K18800"
"1423","KKOIIGHA_02185","CDS",1344,"","","","hypothetical protein","K03797"
"1424","KKOIIGHA_02186","CDS",1161,"envC","","COG4942","Murein hydrolase activator EnvC","K22719"
"1425","KKOIIGHA_02187","CDS",1575,"gpmI","5.4.2.12","COG0696","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","K15633"
"1426","KKOIIGHA_02189","CDS",486,"secB","","COG1952","Protein-export protein SecB","K03071"
"1427","KKOIIGHA_02190","CDS",729,"rsmE","2.1.1.193","COG1385","Ribosomal RNA small subunit methyltransferase E","K09761"
"1428","KKOIIGHA_02191","CDS",744,"","","","hypothetical protein","K00243"
"1429","KKOIIGHA_02192","CDS",969,"gshB","6.3.2.3","","Glutathione synthetase","K01920"
"1430","KKOIIGHA_02194","CDS",558,"","","","hypothetical protein","K07735"
"1431","KKOIIGHA_02195","CDS",447,"yqgF","3.1.-.-","COG0816","Putative pre-16S rRNA nuclease","K07447"
"1432","KKOIIGHA_02196","CDS",1032,"pyrB","2.1.3.2","COG0540","Aspartate carbamoyltransferase catalytic subunit","K00609"
"1433","KKOIIGHA_02198","CDS",840,"iclR","","COG1414","Transcriptional repressor IclR","K13641"
"1434","KKOIIGHA_02199","CDS",528,"pucL","","COG3195","Uric acid degradation bifunctional protein PucL","K13485"
"1435","KKOIIGHA_02200","CDS",354,"pucM","3.5.2.17","COG2351","5-hydroxyisourate hydrolase","K07127"
"1436","KKOIIGHA_02204","CDS",1656,"trg","","COG0840","Methyl-accepting chemotaxis protein III","K05874"
"1437","KKOIIGHA_02205","CDS",1308,"arsB","","COG1055","Arsenical pump membrane protein","K03893"
"1438","KKOIIGHA_02206","CDS",411,"arsC_3","1.20.4.1","COG1393","Arsenate reductase","K00537"
"1439","KKOIIGHA_02207","CDS",345,"","","","hypothetical protein","K03892"
"1440","KKOIIGHA_02208","CDS",1020,"","","","hypothetical protein","K16171"
"1441","KKOIIGHA_02209","CDS",1308,"hmgA","1.13.11.5","COG3508","Homogentisate 1,2-dioxygenase","K00451"
"1442","KKOIIGHA_02210","CDS",1347,"ugpB","","COG1653","sn-glycerol-3-phosphate-binding periplasmic protein UgpB","K05813"
"1443","KKOIIGHA_02211","CDS",876,"ugpA","","COG1175","sn-glycerol-3-phosphate transport system permease protein UgpA","K05814"
"1444","KKOIIGHA_02212","CDS",846,"ugpE","","COG0395","sn-glycerol-3-phosphate transport system permease protein UgpE","K05815"
"1445","KKOIIGHA_02213","CDS",1119,"ugpC","7.6.2.10","","sn-glycerol-3-phosphate import ATP-binding protein UgpC","K05816"
"1446","KKOIIGHA_02214","CDS",753,"ugpQ_1","3.1.4.46","COG0584","Glycerophosphodiester phosphodiesterase, cytoplasmic","K01126"
"1447","KKOIIGHA_02215","CDS",1029,"gntR_2","","","HTH-type transcriptional regulator GntR","K06145"
"1448","KKOIIGHA_02216","CDS",933,"ltnD","1.1.1.411","COG2084","L-threonate dehydrogenase","K08319"
"1449","KKOIIGHA_02217","CDS",1281,"otnK","2.7.1.217","COG3395","3-oxo-tetronate kinase","K21948"
"1450","KKOIIGHA_02218","CDS",648,"otnC","4.1.1.104","COG0235","3-oxo-tetronate 4-phosphate decarboxylase","K22130"
"1451","KKOIIGHA_02219","CDS",813,"otnI","5.3.1.35","COG3622","2-oxo-tetronate isomerase","K22131"
"1452","KKOIIGHA_02220","CDS",963,"denD","1.1.1.410","COG0451","D-erythronate dehydrogenase","K22025"
"1453","KKOIIGHA_02221","CDS",1014,"","","COG1638","Solute-binding protein","K11688"
"1454","KKOIIGHA_02223","CDS",1275,"dctMQ_2","","COG1593","Isethionate TRAP transporter permease protein DctMQ","K11690"
"1455","KKOIIGHA_02224","CDS",1461,"tgnC","1.2.1.-","COG1012","(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase","K00128"
"1456","KKOIIGHA_02227","CDS",2382,"lon2","3.4.21.53","","Lon protease 2","K01338"
"1457","KKOIIGHA_02233","CDS",549,"bcrC","3.6.1.27","COG0671","Undecaprenyl-diphosphatase BcrC","K19302"
"1458","KKOIIGHA_02237","CDS",1620,"nhaK","","COG0025","Sodium, potassium, lithium and rubidium/H(+) antiporter","K24163"
"1459","KKOIIGHA_02243","CDS",846,"tupA","","","Tungstate-binding protein TupA","K05772"
"1460","KKOIIGHA_02244","CDS",708,"tupB","","COG4662","Tungstate uptake system permease protein TupB","K05773"
"1461","KKOIIGHA_02245","CDS",690,"tupC","7.3.2.6","","Tungstate uptake system ATP-binding protein TupC","K06857"
"1462","KKOIIGHA_02246","CDS",600,"mobA","2.7.7.77","COG0746","Molybdenum cofactor guanylyltransferase","K03752"
"1463","KKOIIGHA_02247","CDS",567,"mobB","","COG1763","Molybdopterin-guanine dinucleotide biosynthesis adapter protein","K03753"
"1464","KKOIIGHA_02248","CDS",1266,"moeA_1","2.10.1.1","COG0303","Molybdopterin molybdenumtransferase","K03750"
"1465","KKOIIGHA_02249","CDS",1191,"moeA_2","2.10.1.1","COG0303","Molybdopterin molybdenumtransferase","K03750"
"1466","KKOIIGHA_02250","CDS",525,"moaB","","COG0521","Molybdenum cofactor biosynthesis protein B","K03638"
"1467","KKOIIGHA_02251","CDS",321,"","","","hypothetical protein","K09948"
"1468","KKOIIGHA_02252","CDS",1044,"","","","hypothetical protein","K00127"
"1469","KKOIIGHA_02253","CDS",645,"fdhB1","","COG0437","Formate dehydrogenase iron-sulfur subunit","K00124"
"1470","KKOIIGHA_02254","CDS",2862,"napA","1.9.6.1","","Periplasmic nitrate reductase","K00123"
"1471","KKOIIGHA_02260","CDS",891,"fdhD_1","","COG1526","Sulfur carrier protein FdhD","K02379"
"1472","KKOIIGHA_02262","CDS",981,"acuI_2","1.3.1.84","COG0604","Acrylyl-CoA reductase AcuI","K19745"
"1473","KKOIIGHA_02263","CDS",675,"acuR","","COG1309","Transcriptional regulator AcuR","K16137"
"1474","KKOIIGHA_02264","CDS",1080,"paaE","1.-.-.-","COG1018","1,2-phenylacetyl-CoA epoxidase, subunit E","K02613"
"1475","KKOIIGHA_02265","CDS",588,"","","","hypothetical protein","K02612"
"1476","KKOIIGHA_02266","CDS",780,"paaC","","COG3396","1,2-phenylacetyl-CoA epoxidase, subunit C","K02611"
"1477","KKOIIGHA_02267","CDS",282,"paaB","","COG3460","1,2-phenylacetyl-CoA epoxidase, subunit B","K02610"
"1478","KKOIIGHA_02268","CDS",990,"paaA","1.14.13.149","COG3396","1,2-phenylacetyl-CoA epoxidase, subunit A","K02609"
"1479","KKOIIGHA_02269","CDS",1314,"paaK","6.2.1.30","","Phenylacetate-coenzyme A ligase","K01912"
"1480","KKOIIGHA_02270","CDS",1224,"pcaF","2.3.1.174","COG0183","Beta-ketoadipyl-CoA thiolase","K07823"
"1481","KKOIIGHA_02271","CDS",447,"paaI","3.1.2.-","COG2050","Acyl-coenzyme A thioesterase PaaI","K02614"
"1482","KKOIIGHA_02272","CDS",1554,"paaH_2","1.1.1.-","COG1250","3-hydroxyadipyl-CoA dehydrogenase","K00074"
"1483","KKOIIGHA_02273","CDS",792,"paaG","5.3.3.18","COG1024","1,2-epoxyphenylacetyl-CoA isomerase","K15866"
"1484","KKOIIGHA_02274","CDS",774,"paaF","4.2.1.17","COG1024","2,3-dehydroadipyl-CoA hydratase","K01692"
"1485","KKOIIGHA_02277","CDS",786,"echA8_1","4.2.1.17","COG1024","putative enoyl-CoA hydratase EchA8","K01692"
"1486","KKOIIGHA_02278","CDS",924,"paaX","","COG3327","Transcriptional repressor PaaX","K02616"
"1487","KKOIIGHA_02284","CDS",834,"nadE_1","6.3.1.5","","NH(3)-dependent NAD(+) synthetase","K01916"
"1488","KKOIIGHA_02285","CDS",510,"pncC_2","3.5.1.42","COG1546","Nicotinamide-nucleotide amidohydrolase PncC","K03743"
"1489","KKOIIGHA_02286","CDS",903,"benM","","COG0583","HTH-type transcriptional regulator BenM","K21757"
"1490","KKOIIGHA_02287","CDS",681,"catB_1","5.5.1.1","COG4948","Muconate cycloisomerase 1","K01856"
"1491","KKOIIGHA_02288","CDS",387,"catB_2","5.5.1.1","COG4948","Muconate cycloisomerase 1","K01856"
"1492","KKOIIGHA_02289","CDS",291,"catC","5.3.3.4","COG4829","Muconolactone Delta-isomerase","K03464"
"1493","KKOIIGHA_02290","CDS",975,"catA","1.13.11.1","COG3485","Catechol 1,2-dioxygenase","K03381"
"1494","KKOIIGHA_02291","CDS",1362,"cbdA","1.14.12.13","","2-halobenzoate 1,2-dioxygenase large subunit","K05549"
"1495","KKOIIGHA_02292","CDS",489,"cbdB","1.14.12.13","","2-halobenzoate 1,2-dioxygenase small subunit","K05550"
"1496","KKOIIGHA_02293","CDS",1044,"benC","","COG0543","Benzoate 1,2-dioxygenase electron transfer component","K05784"
"1497","KKOIIGHA_02294","CDS",795,"lvr","1.1.1.-","","Levodione reductase","K05783"
"1498","KKOIIGHA_02295","CDS",1242,"ydcO_2","","COG3135","Inner membrane protein YdcO","K05782"
"1499","KKOIIGHA_02296","CDS",1227,"ydcO_3","","COG3135","Inner membrane protein YdcO","K05782"
"1500","KKOIIGHA_02298","CDS",939,"","","","hypothetical protein","K02067"
"1501","KKOIIGHA_02300","CDS",1122,"","","","hypothetical protein","K02066"
"1502","KKOIIGHA_02301","CDS",1119,"yhhJ","","COG0842","Inner membrane transport permease YhhJ","K01992"
"1503","KKOIIGHA_02302","CDS",2724,"rbbA","","COG0842","Ribosome-associated ATPase","K13926"
"1504","KKOIIGHA_02303","CDS",1092,"","","","hypothetical protein","K01993"
"1505","KKOIIGHA_02304","CDS",528,"","","","hypothetical protein","K06985"
"1506","KKOIIGHA_02309","CDS",1035,"yiaO_1","","COG1638","2,3-diketo-L-gulonate-binding periplasmic protein YiaO","K11688"
"1507","KKOIIGHA_02311","CDS",1281,"siaM_2","","COG1593","Sialic acid TRAP transporter large permease protein SiaM","K11690"
"1508","KKOIIGHA_02312","CDS",762,"ddpX","3.4.13.22","","D-alanyl-D-alanine dipeptidase","K08641"
"1509","KKOIIGHA_02315","CDS",978,"","1.1.1.343","COG1023","6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating","K00033"
"1510","KKOIIGHA_02316","CDS",1233,"nrdB","1.17.4.1","","Ribonucleoside-diphosphate reductase subunit beta","K00526"
"1511","KKOIIGHA_02317","CDS",2910,"nrdA","1.17.4.1","COG0209","Ribonucleoside-diphosphate reductase subunit alpha","K00525"
"1512","KKOIIGHA_02318","CDS",762,"rstA","","COG0745","Transcriptional regulatory protein RstA","K07661"
"1513","KKOIIGHA_02319","CDS",1638,"sasA_4","2.7.13.3","","Adaptive-response sensory-kinase SasA","K07639"
"1514","KKOIIGHA_02321","CDS",915,"metR_1","","COG0583","HTH-type transcriptional regulator MetR","K03576"
"1515","KKOIIGHA_02322","CDS",2298,"metE","2.1.1.14","COG0620","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase","K00549"
"1516","KKOIIGHA_02324","CDS",615,"azoR","1.6.5.-","COG1182","FMN-dependent NADH:quinone oxidoreductase","K01118"
"1517","KKOIIGHA_02326","CDS",537,"tag","3.2.2.20","COG2818","DNA-3-methyladenine glycosylase 1","K01246"
"1518","KKOIIGHA_02327","CDS",441,"gloA_2","4.4.1.5","COG0346","Lactoylglutathione lyase","K01759"
"1519","KKOIIGHA_02329","CDS",405,"","","","hypothetical protein","K15977"
"1520","KKOIIGHA_02331","CDS",2841,"valS","6.1.1.9","","Valine--tRNA ligase","K01873"
